Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,Claim Category,Tipo de Violência,Type of Violence
Alagoas,Flexeiras,Terra,Bloq. da BR-101,"Jornada por
R. A.",17/04/2012,220,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Alagoas,Jacaré dos Homens,Terra,Bloq. AL- 220,"Contra Ordem
de Despejos",06/08/2012,90,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Alagoas,Joaquim Gomes,Questão Indígena,Bloqueio da BR-101,,27/08/2012,,,Educação,Education,Education,,
Alagoas,Joaquim Gomes,Questão Indígena,Bloq. BR-101,"T.I. Wassu
Cocal",29/11/2012,150,,Cumprimento de acordos/ Indenização,Compliance with agreements/Indemnification,Indigenous Issues,,
Alagoas,Joaquim Gomes,Terra,Bloq. da BR-101,"Jornada por
R. A.",17/04/2012,230,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Alagoas,Junqueiro,Terra,Bloq. da BR-101,"Jornada por
R. A.",17/04/2012,90,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Alagoas,Maragogi,Terra,Bloq. da AL-101,"Jornada por
R. A.",17/04/2012,200,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Alagoas,Marechal Deodoro,Terra,"Luta pela Reforma
Agrária","Criminalização Carlos
Lima",17/08/2012,,,Reforma Agrária,Land reform,Land Reform,Intimidação,Bullying
Alagoas,Matriz do Camaragibe,Terra,Bloq. da AL-105,"Jornada por
R. A.",17/04/2012,180,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Alagoas,Messias,Terra,Bloq. da BR-101,"Faz.
Pitombeiras",16/10/2012,100,,Assentamento de famílias,Settlement of families,Property,,
Alagoas,Messias,Terra,Bloq. da BR-101,"Jornada por
R. A.",17/04/2012,400,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Alagoas,Messias,Terra,Bloq. da BR-101,,09/07/2012,100,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Murici,Terra,Bloq. BR-104,"Contra Ordem
de Despejos",06/08/2012,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Alagoas,Murici,Terra,Bloq. da BR-104,"Jornada por
R. A.",17/04/2012,320,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Infrastructure,,
Alagoas,Olho d Água das Flores,Terra,Bloq. da AL-220,"Jornada por
R. A.",17/04/2012,120,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Infrastructure,,
Alagoas,Piranhas,Terra,Bloq. da AL-220,"Jornada por
R. A.",17/04/2012,110,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Infrastructure,,
Alagoas,Porto Calvo,Terra,Bloq. da AL-105,"Faz.
Junco",17/04/2012,200,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Santana do Mundaú,Direitos Humanos,Bloq. AL-205,Quil. Filus,26/04/2012,200,,Políticas públicas,Public Policies,Public Policies,,
Alagoas,União dos Palmares,Terra,Bloq. da BR-104,"Jornada por
R. A.",17/04/2012,250,,Crédito/ Infraestrutura/ Reforma Agrária,Credit/Infrastructure/Land Reform,Land Reform,,
Bahia,Barreiras,Terra,Bloqueio da BR-242,,17/04/2012,50,,Reforma Agrária,Land reform,Land Reform,,
Bahia,Eunápolis,Terra,Bloqueio da BR-101,,17/04/2012,50,,Reforma Agrária,Land reform,Land Reform,,
Bahia,Itabela,Questão Indígena,"Bloq. da Estrada de Acesso
às Aldeias Boca da Mata,
Meio da Mata, Cassiano e
Barra Velha",,22/02/2012,150,,Infraestrutura,Infrastructure,Infrastructure,,
Bahia,Itabela,Questão Indígena,Bloq. da BR-101,"Contra
Aprovação da PEC-215",10/04/2012,2500,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,Indigenous Issues,,
Bahia,Itamaraju,Terra,Bloqueio da BR-101,,17/04/2012,50,,Reforma Agrária,Land reform,Land Reform,,
Bahia,Paulo Afonso,Terra,Bloqueio da BR-110,,17/04/2012,100,,Reforma Agrária,Land reform,Land Reform,,
Bahia,Vitória da Conquista,Terra,Bloqueio da BR-116,,17/04/2012,50,,Reforma Agrária,Land reform,Land Reform,,
Ceará,Caucaia,Questão Indígena,Bloq. BR-222,T. I. Tapeba,02/07/2012,200,,Contra a injustiça e a violência/ Regularização de Território,Against injustice and violence/Territorial Regularization,Indigenous Issues,,
Ceará,Caucaia,Questão Indígena,Bloq. da BR-020,T.I. Tapeba,17/08/2012,60,,Infraestrutura,Infrastructure,Indigenous Issues,,
Ceará,Fortaleza,Questões ambientais,"Bloq. da Avenida Washington
Soares","Pelo Veto do Cód.
Florestal",08/03/2012,600,,Educação/ Saúde/ Questões ambientais/ Reforma Agrária,Education/Health/Environmental Issues/Agrarian Reform,Indigenous Issues,,
Distrito Federal,Brasília,Terra,Bloqueio da BR-080,,21/11/2012,300,,Regularização fundiária,Land regularization,Land Reform,,
Distrito Federal,Brasília,Terra,Bloqueio da BR-020,,21/11/2012,400,,Regularização fundiária,Land regularization,Land Reform,,
Distrito Federal,Brasília,Terra,Bloqueio da BR-040,,21/11/2012,300,,Regularização fundiária,Land regularization,Land Reform,,
Espírito Santo,Domingos Martins,Política Agrícola,"Jornada Nac. Luta
Camponesa",Bloq. BR 262,30/05/2012,,,Crédito/ Políticas p ú b  l ic a s,Credit/Public Policies,Public Policies,,
Espírito Santo,São Mateus,Política Agrícola,"Jornada Nac. Luta
Camponesa","Bloqueio BR-
101",30/05/2012,,,Crédito/ Políticas p ú b  l ic a s,Credit/Public Policies,Public Policies,,
Goiás,Mundo Novo,Terra,Bloq. GO-164,Faz. Bacaba,26/11/2012,,,Assentamento de famílias,Settlement of families,Property,,
Maranhão,,Questões ambientais,"Bloq. da Estrada de Ferro
Carajás","Assent. Novo Oriente
e Outros",19/01/2012,2000,,Cumprimento de acordos,Compliance with agreements,Environment,,
Maranhão,Alto Alegre do Pindaré,Questão Indígena,"Bloq. Estrada de Ferro
Carajás","Contra Portaria
303",02/10/2012,200,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Maranhão,Bacabeira,Terra,Bloq. da BR-402,"Pov. Santa
Q u  i té r  ia",14/11/2012,,,Contra Expropriação,Against Expropriation,Property,,
Maranhão,Barra do Corda,Questão Indígena,Bloq. da BR-226,"Aldeia
Coquinho",20/03/2012,,,Infraestrutura/ Água,Infrastructure/Water,Indigenous Issues,,
Maranhão,Bom Jardim,Questão Indígena,Bloq. da BR-316,"T. I.
Pindaré",04/09/2012,350,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Maranhão,Codó,Terra,Bloq. BR-316,"Faz.
Manguinhos",05/09/2012,300,,Desapropriação,Expropriation,Property,,
Maranhão,Codó,Terra,Bloq. BR-316,"Ato em defesa
da Reforma Agrária",18/10/2012,1000,,Crédito/ Infraestrutura/ Reforma Agrária/ Regularização de Território,Credit/Infrastructure/Land Reform/Territorial Regularization,Land Reform,,
Maranhão,Codó,Terra,"Bloq. Estrada de Acesso à
Com. Três Irmãos","Empresa
Costa Pinto",01/03/2012,20,,Contra a injustiça e a violência,Against injustice and violence,Injustice,Ameaça de Morte,Death threat
Maranhão,São Vicente Ferrer,Questão Quilombola,Bloq. da MA-014,"Com.
Quilombola de Charco",04/04/2012,250,,Titulação de área quilombola,Quilombola area titling,Land Reform,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. da BR-174,"Contra
Portaria 303 e PEC-215",27/08/2012,300,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Mato Grosso,Cuiabá,Questão Indígena,Bloq. da BR-364,"Contra
Portaria 303 e PEC-215",27/08/2012,300,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Mato Grosso,Glória do Oeste,Terra,Bloq. da BR-174,"Faz. Rancho
Verde e Outras",18/06/2012,150,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Itaúba,Terra,Bloqueio da BR-163,,09/04/2012,200,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Juína,Questão Indígena,Bloq. MT-170,"T.I.
Enawenê-Nawê",25/09/2012,,,Saúde,Health,Health,,
Mato Grosso,Mirassol do Oeste,Terra,Bloq. da BR-364,"Acamp.
Sílvio Rodrigues e Outros",18/06/2012,220,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Mirassol do Oeste,Terra,Bloq. BR-364," Assent. Nova
Conquista",18/06/2012,,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Nossa Senhora do Livramento,Terra,Bloq. da BR-070,"1o Encontro
da Agricultura Familiar",24/04/2012,300,,Desapropriação/ Regularização fundiária,Expropriation/Land regularization,Land Reform,,
Mato Grosso,Sorriso,Terra,Bloq. BR-163,"Assent. Santa
Rosa I e Outros",16/04/2012,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Mato Grosso,,Terra,Bloq. da BR-163,"Assent.
Santa Rosa e Outras",19/04/2012,500,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Tangará da Serra,Terra,Bloq.da MT-358,"Acamp.
Ernesto Che Guevara",21/11/2012,300,,Desapropriação,Expropriation,Property,,
Mato Grosso do Sul,Campo Grande,Terra,Bloqueio da MS-060,,22/08/2012,200,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Corumbá,Terra,Bloqueio da BR-262,,27/04/2012,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. da MS-156,"Aldeias
Bororo e Jaguapiru",07/05/2012,,,Infraestrutura/ Cumprimento de acordos/ Educação/ Saúde,Infrastructure/Compliance/Education/Health,Public Policies,,
Mato Grosso do Sul,Iguatemi,Terra,Bloqueio da MS-265,,02/05/2012,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloq. da BR-163,"Memória
Massacre Eldorado",17/04/2012,300,,Contra a injustiça e a violência/ Assentamento de famílias,Against injustice and violence/Settlement of families,Injustice,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloqueio da BR-163,,25/06/2012,300,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Maracaju,Terra,Bloqueio da MS-162,,02/05/2012,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Miranda,Questão Indígena,Bloqueio da BR-262,,20/06/2012,200,,Cesta básica/ Saúde,Basic basket/Health,Health,,
Mato Grosso do Sul,Naviraí,Terra,Bloqueio da BR-163,,02/05/2012,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Naviraí,Terra,Bloqueio da BR-163,,19/11/2012,250,,Cesta básica/ Saúde/ Assentamento de famílias,Basic Basket/Health/Family Settlement,Health,,
Mato Grosso do Sul,Ponta Porã,Terra,Bloqueio da MS-164,,02/05/2012,,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Terenos,Terra,Bloqueio da BR-262,,22/08/2012,,,Reforma Agrária,Land reform,Land Reform,,
Minas Gerais,Jequitaí,Terra,Bloqueio da BR- 365,,17/04/2012,200,,Contra a injustiça e a violência/ Contra barragens/ Assentamento de famílias,Against injustice and violence/Against dams/Settlement of families,Injustice,,
Minas Gerais,Pirapora,Terra,Bloq. de Rod.,"Acamp. José
Bandeira",20/11/2012,250,,Contra a injustiça e a violência/ Contra impunidade,Against injustice and violence/Against impunity,Injustice,,
Minas Gerais,Pirapora,Terra,Bloq. da BR-365,"Chacina de
Felisburgo",24/11/2012,200,,Contra a injustiça e a violência/ Contra impunidade,Against injustice and violence/Against impunity,Injustice,,
Minas Gerais,Uberlândia,Trabalhista,Bloq. BR-452,"Faz. Veio d'
Água",24/05/2012,85,,Desapropriação,Expropriation,Property,Ameaça de Morte,Death threat
Minas Gerais,Uberlândia,Terra,Bloq. da Rodovia 452,"Faz.
São José dos Cravos",30/03/2012,50,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Pará,Alenquer,Terra,Bloqueio da PA-254,,26/03/2012,250,,Infraestrutura/ Políticas p ú b  l ic a s,Infrastructure/Public Policies,Infrastructure,,
Pará,Altamira,Direitos Humanos,"Bloq. da
Transamazônica","Agrovila N.
Sra. Aparecida",23/10/2012,,,Infraestrutura,Infrastructure,Infrastructure,,
Pará,Altamira,Terra,"Bloq. da BR-163 em
Cachoeira da Serra",,28/09/2012,150,,Reforma Agrária,Land reform,Land Reform,,
Pará,Altamira,Terra,Bloq. da BR-163,"PDS Mãe
Menininha",12/12/2012,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Pará,Canaã dos Carajás,Terra,"Bloq. da Estrada da Mina
S11D da Vale","Vila Racha
Placa",14/06/2012,100,,Infraestrutura/ Reassentamento,Infrastructure/Resettlement,Infrastructure,,
Pará,Conceição do Araguaia,Terra,"Bloq. da Estrada de Acesso à
Faz. Cruzeiro Novo",,20/03/2012,45,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Pará,Conceição do Araguaia,Terra,Bloq. PA-287,"Caminhada por
Infraestrutura nos
Assentamentos",19/03/2012,400,,Crédito/ Infraestrutura,Credit/Infrastructure,Wages,,
Pará,Curionópolis,Terra,Bloq. PA-275,"Acamp. Frei
Henri",09/10/2012,500,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Pará,Eldorado dos Carajás,Terra,Bloq. da BR-155,"Memória do
Massacre de Eldorado",17/04/2012,200,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,"Faz.
Cedro",21/06/2012,1000,,Contra Desmatamento/ Contra a injustiça e a violência/ Reforma Agrária/ Contra Grilagem/ Contra agro,Against Deforestation/Against injustice and violence/Agrarian Reform/Against Grilagem/Contra agro,Land Reform,Tentativa de Assassinat o,Assassination Attempt
Pará,Eldorado dos Carajás,Terra,Bloq. da BR-155,"Faz.
Peruano",12/03/2012,1200,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,Land Reform,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,Faz. Peruano,10/09/2012,300,,Reforma Agrária,Land reform,Land Reform,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,Faz. Peruano,17/09/2012,300,,Reforma Agrária,Land reform,Land Reform,,
Pará,Marabá,Terra,"Jornada de Lutas das
Mulheres Camponesas","Bloq.
BR-155",07/03/2012,,,Contra a injustiça e a violência/ Defesa da água e do meio ambiente,Against injustice and violence/Defense of water and the environment,Land Reform,,
Pará,Moju,Terra,"Bloq. do Trevo da
PA-252",Grito da Terra,11/06/2012,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,Infrastructure,,
Pará,Novo Progresso,Questão Indígena,Bloq. BR-163,"T.I.
Kayapó",06/08/2012,62,,Infraestrutura/ Saúde/ Contra barragens/ Políticas públicas,Infrastructure/Health/Against dams/Public policies,Infrastructure,,
Pará,Oriximiná,Terra,Bloq. BR 254,"Com. Rio
Verde",23/07/2012,300,,Regularização fundiária/ Contra a injustiça e a violência/ Assentamento de famílias,Land regularization/Against injustice and violence/Settlement of families,Land Reform,,
Pará,São Domingos do Araguaia,Política Agrícola,Bloq. BR-153,"Prog. Luz para
Todos",30/01/2012,500,,Infraestrutura/ Incentivos à pequena produção,Infrastructure/Incentives for small production,Infrastructure,,
Pará,São Domingos do Araguaia,Questão Indígena,Bloqueio BR-153," T.I.
Aikewara",24/01/2012,400,,Educação/ Saúde/ Indenização/ Contra mineradoras,Education/Health/Indemnification/Against mining,Education,,
Pará,Tomé-Açu,Terra,Bloq. BR-316,Grito da Terra,11/06/2012,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,Infrastructure,,
Pará,Tucuruí,Água,Bloq. BR-422,"UHE de
Tucuruí",28/08/2012,200,,Cumprimento de acordos/ Políticas p ú b  l ic a s,Fulfillment of agreements/P ublic policies,Contract,,
Paraíba,Borborema,Terra,Bloqueio da BR-104,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,Public Policies,,
Paraíba,Caaporã,Terra,Bloqueio da BR-101,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,Public Policies,,
Paraíba,Catingueira,Terra,Bloqueio da BR-361,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,Public Policies,,
Paraíba,João Pessoa,Terra,Bloq. da Av. Epitácio,"Jorn.
Nac. Lutas por R.A.",17/04/2012,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,Infrastructure,,
Paraíba,Olho d`Água,Terra,Bloqueio da BR-361,,24/10/2012,,,Infraestrutura,Infrastructure,Infrastructure,,
Paraíba,Solânea,Terra,Bloqueio da PB-105,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,Public Policies,,
Paraíba,Sousa,Questões ambientais,Bloq. BR-230,"Jornada de
Luta das Mulheres
Camponesas",08/03/2012,,,Contra agrotóxicos,Against pesticides,Environment,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,24/10/2012,50,,Infraestrutura,Infrastructure,Infrastructure,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,12/12/2012,100,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,Public Policies,,
Paraná,Entre Rios,Terra,Bloq. PR-170,Faz. Combrão,13/12/2012,70,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Paraná,Guaíra,Questão Indígena,"Bloq. da Ponte Ayrton
Senna","T. I.Tekohá
Araguajy",06/08/2012,400,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Pernambuco,Agrestina,Terra,Bloq. BR-104 Sul,"Jornada
Nac. de Lutas",17/04/2012,80,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pernambuco,Agrestina,Terra,Bloq. PE-103,"Jornada Nac.
de Lutas",17/04/2012,80,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pernambuco,Águas Belas,Terra,Bloq. BR-432,"Jornada Nac.
de Lutas",17/04/2012,200,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pernambuco,Cabo de Santo Agostinho,Terra,Bloq. PE-060,"Jornada Nac.
de Lutas",17/04/2012,75,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pernambuco,Cabo de Santo Agostinho,Terra,Bloq. PE-060,"Eng.
Algodoais",02/02/2012,200,,Regularização fundiária/ Contra a injustiça e a violência/ Indenização/ Contra Expropriação,Land regularization/Against injustice and violence/Indemnification/Contra Expropriation,Land Reform,,
Pernambuco,Caruaru,Terra,Bloq. BR-104 Norte,"Jornada
Nac. de Lutas",17/04/2012,150,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pernambuco,Escada,Terra,Bloq. BR-101 Sul,"Jornada
Nac. de Lutas",17/04/2012,70,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pernambuco,Floresta,Terra,Bloq. BR-316,"Jornada Nac.
de Lutas",17/04/2012,100,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Pernambuco,Gravatá,Terra,Bloq. BR-232,"Jornada Nac.
de Lutas",17/04/2012,120,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
