Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,,Tipo de Violência,Type of Violence
Goiás,Alexânia,Terra,Bloq. da BR-060,"Jor. Nac. deLutas",18/05/2015,1000,,Incentivos à pequena produção/ Reforma Agrária/ Água/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Water/Public policies,,,
Goiás,Aparecida de Goiânia,Terra,Bloqueio da BR-153,,06/08/2015,100,,Contra privatização,Against privatization,,,
Goiás,Formosa,Terra,Bloq. da BR-020,"Jor. Nac. deLutas",18/05/2015,1000,,Incentivos à pequena produção/ Reforma Agrária/ Água,Incentives for small-scale production/Agrarian Reform/Water,,,
Goiás,Santa Helena de Goiás,Trabalhista,Bloq. da GO-210,"Us. SantaHelena",15/12/2015,,,Questões trabalhistas/ S a  lá r  io,Labor issues/S a ry,,,
Goiás,Uruaçu,Terra,Bloq. da BR-080,"Jor. Nac. deLutas",18/05/2015,1000,,Incentivos à pequena produção/ Reforma Agrária/ Água/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Water/Public policies,,,
Goiás,Valparaíso de Goiás,Terra,Bloqueio da BR-040,"ContraPEC-215",09/11/2015,200,,Contra a injustiça e a violência/ Questão Indígena,Against injustice and violence/Indigenous issue,,,
Maranhão,Alto Alegre do Pindaré,Questão Indígena,"Bloq. da Estrada de FerroCarajás",T. I. Caru,21/08/2015,,,Cumprimento de acordos,Compliance with agreements,,,
Maranhão,Bom Jardim,Questão Indígena,Bloq. BR-316,"PovoGamela",11/11/2015,,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,,,
Maranhão,Bom Jardim,Questão Indígena,Bloqueio da BR-316,,21/10/2015,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Maranhão,Buriticupu,Terra,"Bloq. da Estrada de Acesso àDuplicação daEFC",Vale,17/06/2015,,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,,,
Maranhão,Buriticupu,Terra,Bloq. de Estrada,"Com. PauFerrado",02/06/2015,,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,,,
Maranhão,Mirinzal,Questão Quilombola,Bloq. de Estrada,"Com.Quilombola Aranha e Outras",29/06/2015,,,Infraestrutura/ Saúde/ Contra mineradoras,Infrastructure/Health/Mining,,,
Maranhão,Nova Olinda do Maranhão,Questão Indígena,Bloq. BR-316,"T. I. AltoTuriaçu",30/07/2015,100,,Educação/ Saúde/ Contra a injustiça e a violência,Education/Health/Against injustice and violence,,,
Maranhão,Santa Inês,Questão Indígena,Bloq. BR-316,"ContraPEC-215",11/11/2015,200,,Demarcação de área indígena,Demarcation of indigenous area,,,
Maranhão,Viana,Questão Indígena,Bloq. MA-014,"Povo Gamelacontra PEC-215",15/04/2015,100,,Demarcação de área indígena/ Regularização de Território,Demarcation of Indigenous Area/Territorial Regularization,,,
Maranhão,Viana,Questão Indígena,Bloq. MA-014,"ContraPEC-215",11/11/2015,100,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso,Barra do Garças,Terra,Bloqueio da BR-070,,26/07/2015,150,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,,,
Mato Grosso,Cáceres,Terra,Bloq. BR-070,"Jornada deLuta das Mulheres do Campo",09/03/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Mato Grosso,Cáceres,Terra,Bloq. BR-070,"Jor. Nac. deLutas das MulheresCamponesas",12/03/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Mato Grosso,Cáceres,Terra,Bloq. BR-070,"Jor. Nac. deLuta por Reforma Agrária",07/04/2015,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Mato Grosso,Cáceres,Terra,Bloqueio da BR-174,,26/07/2015,100,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,,,
Mato Grosso,Cáceres,Terra,Bloqueio da BR-070,,08/09/2015,200,,Cumprimento de acordos/ Cesta básica/ Reforma Agrária/ Assentamento de famílias,Fulfillment of Agreements/Basic Basket/Agrarian Reform/Settlement of Families,,,
Mato Grosso,Campinápolis,Terra,Bloqueio da BR-158,,26/07/2015,120,,Cumprimento de acordos,Compliance with agreements,,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale doGuaporé",20/04/2015,30,,Infraestrutura,Infrastructure,,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale doGuaporé",09/05/2015,20,,Infraestrutura,Infrastructure,,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale doGuaporé",19/05/2015,150,,Infraestrutura,Infrastructure,,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. BR-174,"T.I. Vale doGuaporé",13/06/2015,250,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,,,
Mato Grosso,Comodoro,Questão Indígena,Bloq. da BR-174,"T.I. Vale doGuaporé",16/06/2015,,,Infraestrutura,Infrastructure,,Agressão,Aggression
Mato Grosso,Itaúba,Questão Indígena,Bloq. BR-163,"T.I.Kaponhinore",27/01/2015,50,,Saúde,Cheers,,,
Mato Grosso,Itaúba,Terra,Bloq. BR-163,"Jor. Nac. deLuta por Reforma Agrária",07/04/2015,200,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Mato Grosso,Jaciara,Terra,Bloqueio da BR-364,,26/07/2015,115,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,,,
Mato Grosso,Jaciara,Terra,Bloqueio da BR-364,,08/09/2015,200,,Cumprimento de acordos/ Cesta básica/ Reforma Agrária/ Assentamento de famílias,Fulfillment of Agreements/Basic Basket/Agrarian Reform/Settlement of Families,,,
Mato Grosso,Juína,Questão Indígena,Bloq. MT-170,"T. I.Enawenê-Nawê",24/10/2015,400,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,,Assassinat o,Assassinat the
Mato Grosso,Pedra Preta,Terra,Bloqueio da BR-364,,26/07/2015,115,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,,,
Mato Grosso,Rondonópolis,Terra,Bloqueio da BR-364,,08/06/2015,60,,Cesta básica,Basic basket,,,
Mato Grosso,Rondonópolis,Terra,Bloqueio da BR-364,,15/06/2015,300,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Mato Grosso,Tangará da Serra,Terra,Bloq. MT-358,"Jor. Nac. deLutas das MulheresCamponesas",12/03/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Mato Grosso,Tangará da Serra,Terra,Bloq. MT-358,"Jor. Nac. deLuta por Reforma Agrária",07/04/2015,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Mato Grosso do Sul,Amambaí,Questão Indígena,Bloq. MS-386,"ContraPEC-215",11/11/2015,100,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,,,
Mato Grosso do Sul,Anastácio,Terra,Bloqueio  da BR-262,,20/05/2015,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Angélica,Terra,Bloqueio da BR-267,,20/05/2015,50,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Antônio João,Questão Indígena,Bloq. BR-384,"NhanderuMarangatu",21/10/2015,,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. BR-163,"AldeiaTe'yikue",14/04/2015,100,,Questão Indígena,Indigenous Issues,,,
Mato Grosso do Sul,Campo Grande,Terra,Bloqueio da BR-262,,20/05/2015,60,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Campo Grande,Terra,Bloqueio da BR-163,,20/05/2015,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Campo Grande,Terra,Bloq. da BR-163,"Marcha porReforma Agrária",07/09/2015,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. da MS-156,"AldeiasBororo e Jaguapiru",22/09/2015,,,Infraestrutura,Infrastructure,,,
Mato Grosso do Sul,Dourados,Questão Indígena,Bloq. MS-156,"ContraPEC-215",11/11/2015,300,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloqueio da BR-163,Km 104,05/01/2015,75,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloq. BR-163,"Faz. SantaOlinda",30/01/2015,,,Desapropriação,Expropriation,,,
Mato Grosso do Sul,Japorã,Questão Indígena,Bloq. BR-163,"ContraPEC-215",11/11/2015,100,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Mundo Novo,Questão Indígena,Bloq. da BR-163,"NhanderuMarangatu",01/09/2015,100,,Contra a injustiça e a violência,Against injustice and violence,,,
Mato Grosso do Sul,Mundo Novo,Terra,Bloqueio da BR-163,,20/05/2015,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Naviraí,Terra,Bloqueio da BR-163,,20/05/2015,50,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Nova Alvorada do Sul,Terra,Bloqueio da BR-163,Km 409,05/01/2015,70,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloqueio da BR-267,Km 140,05/01/2015,75,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloqueio da BR-267,,07/05/2015,100,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Nova Andradina,Terra,Bloq. BR-267,"Faz. SantaOlinda",30/01/2015,,,Desapropriação,Expropriation,,,
Mato Grosso do Sul,Rio Brilhante,Questão Indígena,Bloq. BR-163,"ContraPEC-215",11/11/2015,100,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Rio Brilhante,Questão Indígena,Bloq. BR-163,"ContraPEC-215",14/04/2015,70,,Questão Indígena,Indigenous Issues,,,
Mato Grosso do Sul,Sidrolândia,Terra,Bloqueio da BR-060,,20/05/2015,,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Terenos,Terra,Bloqueio da BR-262,Km 409,05/01/2015,80,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Terenos,Terra,Bloq. BR-262,"Faz. SantaOlinda",30/01/2015,,,Desapropriação,Expropriation,,,
Mato Grosso do Sul,Bocaiúva,Terra,Bloq. BR-135,Faz. Garrote,03/08/2015,120,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Mato Grosso do Sul,Catas Altas,Terra,Bloq. MG-129,"Contra o Proj.Tamanduá",21/07/2015,900,,Contra mineradoras,Against miners,,,
Mato Grosso do Sul,Conceição do Mato Dentro,Terra,Bloq. MG-10,"ContraMineroduto Minas-Rio",28/07/2015,80,,Defesa da água e do meio ambiente/ Contra mineradoras,Defense of water and environment/Contra mines,,,
Mato Grosso do Sul,Engenheiro Navarro,Terra,Bloq. da BR-135,"Faz. Sto.Eloy",07/12/2015,200,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Mato Grosso do Sul,Frutal,Terra,Bloq. BR-153,"Jornada deLuta por R. A.",11/03/2015,200,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,,Terra,Bloq. da MG-105,"Faz. AuroraDois",21/05/2015,400,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,,,
Mato Grosso do Sul,Jequitinhonha,Terra,Bloq. MG-105,"Faz. AuroraDois",26/05/2015,400,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,,,
Mato Grosso do Sul,Monte Alegre de Minas,Terra,Bloq. BR-365,"Jornada deLuta por R. A.",11/03/2015,70,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Montes Claros,Água,Bloq. BR-251,"Com. àsmargens do Rio Peruaçu",12/03/2015,400,,Revitalização/Contra Transp. do Rio São Francisco/ Água/ Políticas públicas,Revitalization/Contra Transp. of the São Francisco River/Water/Public Policies,,,
Mato Grosso do Sul,Patos de Minas,Terra,Bloq. da Estrada,"Faz. daEpamig",22/02/2015,60,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,,,
Mato Grosso do Sul,Resplendor,Água,Bloq. da Ferrovia da Vale,"T.I. Krenak",15/11/2015,200,,Água/ Contra mineradoras/ Políticas p ú b  l ic a s,Water/Mining/Public Policies,,,
Mato Grosso do Sul,Uberlândia,Terra,Bloq. BR-365,"Protesto por R.A.",18/03/2015,150,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Uberlândia,Terra,Bloqueio da Av. João Naves,,07/04/2015,,,Cumprimento de acordos/ Reforma Agrária/ Políticas p ú b  l ic a s,Compliance with Agreements/Agrarian Reform/Public Policies,,,
Mato Grosso do Sul,Visconde do Rio Branco,Terra,Bloq. BR-120,"Jornada deLuta por R. A.",11/03/2015,60,,Reforma Agrária,Land reform,,,
Pará,Altamira,Água,"Bloq. daTransamazônica","UHE BeloMonte",13/01/2015,60,,Cumprimento de acordos/ Indenização,Compliance with agreements/Indemnification,,,
Pará,Altamira,Terra,"Bloq. da Estrada doAeroporto","UHE BeloMonte",14/05/2015,100,,Reassentamento/ Indenização,Resettlement/Indemnity,,,
Pará,Altamira,Água,Bloq. BR-230,"UHE BeloMonte",05/10/2015,110,,Indenização/ Contra barragens/ Políticas p ú b  l ic a s,Compensation/Against dams/Public policies,,,
Pará,Barcarena,Água,"Bloq. da Estrada do Porto daVila do Conde","MultinacionalBunge",09/06/2015,,,Contra a injustiça e a violência/ Defesa da água e do meio ambiente/ Políticas p ú b  l ic a s,Against injustice and violence/Defense of water and the environment/P ublic policies,,,
Pará,Curionópolis,Terra,Bloq. PA-275,"Faz.Fazendinha",17/11/2015,135,,Cumprimento de acordos/ Reforma Agrária/ Assentamento de famílias,Compliance/Agrarian Reform/Settlement of Families,,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,"Massacre deEldorado",17/04/2015,350,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pará,Itaituba,Terra,Bloq. BR-230,"Acamp. emdefesa da Vida e do Território",08/09/2015,500,,Regularização fundiária/ Infraestrutura/ Educação/ Saúde,Land regularization/Infrastructure/Education/Health,,,
Pará,Marabá,Terra,Bloq. BR-155,"Faz.Cedro",17/11/2015,,,Cumprimento de acordos/ Cesta básica/ Reforma Agrária/ Assentamento de famílias,Fulfillment of Agreements/Basic Basket/Agrarian Reform/Settlement of Families,,,
Pará,Santana do Araguaia,Terra,Bloq. da BR-158,"Faz. OuroVerde e Vitória Régia",29/07/2015,50,,Reforma Agrária,Land reform,,,
Pará,São Félix do Xingu,Terra,Bloq. de Estrada,"Acamp.Novo Oeste",17/11/2015,140,,Contra a injustiça e a violência/ Assentamento de famílias,Against injustice and violence/Settlement of families,,,
Pará,Vitória do Xingu,Água,Bloq. km 40 da BR-230,"SítioBelo Monte",17/05/2015,,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,,,
Pará,Vitória do Xingu,Água,Bloq. km 55 da BR-230,"SítioPimental",17/05/2015,,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,,,
Pará,Vitória do Xingu,Água,Bloq. km 27 da BR-230,"SítioCanais",17/05/2015,650,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,,Assassinat o,Assassinat the
Paraíba,Alhandra,Terra,Bloqueio da BR-101,,11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Alhandra,Terra,Bloqueio da BR-101,,30/03/2015,60,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Paraíba,Alhandra,Terra,Bloqueio da BR-101,,24/08/2015,100,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Caaporã,Questões ambientais,Bloq. da BR-101,"ContraContam. do Assent. Capimde Cheiro",12/06/2015,60,,Contra agrotóxicos,Against pesticides,,,
Paraíba,Caaporã,Terra,Bloqueio da BR-101,,28/09/2015,500,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,,,
Paraíba,Caaporã,Terra,Bloqueio da BR-101,,20/10/2015,150,,Políticas públicas,Public policy,,,
Paraíba,Campina Grande,Terra,Bloq. BR-230,"Jorn. de Lutasdas Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Condado,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,João Pessoa,Terra,Bloq. BR-101,"Jorn. de Lutasdas Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,João Pessoa,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public policy,,,
Paraíba,Juazeirinho,Terra,Bloqueio da BR-230,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Marcação,Questão Indígena,Bloq. da PB-041,"AldeiaBrejinho",03/05/2015,50,,Infraestrutura,Infrastructure,,,
Paraíba,Mari,Terra,Bloqueio da PB-073,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Monteiro,Terra,Bloqueio da BR-412,,11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Monteiro,Terra,Bloqueio da BR-412,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Olho d`Água,Terra,Bloqueio da PB-361,,11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Olho d`Água,Terra,Bloqueio da BR-361,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Patos,Terra,Bloq. PB-364,"Jorn. de Lutasdas Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Patos,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Patos,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public policy,,,
Paraíba,Patos,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public policy,,,
Paraíba,Piancó,Terra,Bloqueio da BR-361,,20/10/2015,50,,Políticas públicas,Public policy,,,
Paraíba,Queimadas,Terra,Bloq. BR-104,"Jorn. de Lutasdas Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Remígio,Terra,Bloq. BR-104,"Jorn. de Lutasdas Mulheres Camponesas",11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Remígio,Terra,Bloqueio da BR-104,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Rio Tinto,Questão Indígena,Bloq. BR-101,T.I. Potiguara,15/04/2015,1000,,Demarcação de área indígena,Demarcation of indigenous area,,,
Paraíba,Santa Rita,Terra,Bloqueio da BR-230,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,17/04/2015,100,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,24/08/2015,200,,Reforma Agrária/ Contra Expropriação,Agrarian Reform/Contra Expropriation,,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,20/10/2015,50,,Políticas públicas,Public policy,,,
Paraíba,Taperoá,Terra,Bloqueio da BR-230,,11/03/2015,50,,Reforma Agrária,Land reform,,,
Paraná,Cascavel,Terra,Bloq. da BR-277,"Jor. deLutas por Ref. Agrária",17/04/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Paraná,Guairaçá,Terra,Bloq. da BR-376,"Jor. deLutas por Ref. Agrária",17/04/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Paraná,Jacarezinho,Terra,Bloq. da BR-376,"Jor. deLutas por Ref. Agrária",17/04/2015,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
